-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.328
-183.800, 80.200, -0.012,  0.661
-183.800, 80.197, 0.032,  0.994
-183.793, 80.176, 0.331,  1.327
-183.773, 80.102, 0.962,  1.660
-183.742, 79.970, 1.510,  1.993
-183.705, 79.789, 1.971,  2.326
-183.670, 79.588, 2.053,  2.659
-183.640, 79.392, 1.969,  2.992
-183.614, 79.208, 1.823,  3.325
-183.592, 79.039, 1.659,  3.658
-183.574, 78.886, 1.496,  3.991
-183.559, 78.751, 1.309,  4.324
-183.545, 78.621, 1.342,  4.657
-183.528, 78.463, 1.758,  4.990
-183.507, 78.259, 2.154,  5.323
-183.483, 78.040, 2.194,  5.656
-183.461, 77.830, 2.087,  5.989
-183.443, 77.633, 1.925,  6.322
-183.426, 77.453, 1.748,  6.655
-183.410, 77.293, 1.562,  6.988
-183.395, 77.137, 1.614,  7.321
-183.377, 76.952, 2.021,  7.654
-183.357, 76.724, 2.379,  7.987
-183.336, 76.483, 2.403,  8.320
-183.315, 76.252, 2.277,  8.653
-183.295, 76.038, 2.097,  8.986
-183.276, 75.842, 1.903,  9.319
-183.262, 75.668, 1.706,  9.652
-183.247, 75.494, 1.795,  9.985
-183.230, 75.291, 2.181, 10.318
-183.209, 75.049, 2.514, 10.651
-183.186, 74.796, 2.525, 10.984
-183.167, 74.553, 2.388, 11.317
-183.148, 74.328, 2.196, 11.650
-183.132, 74.123, 1.992, 11.983
-183.116, 73.940, 1.793, 12.316
-183.103, 73.759, 1.856, 12.649
-183.087, 73.550, 2.241, 12.982
-183.067, 73.301, 2.577, 13.315
-183.047, 73.042, 2.588, 13.648
-183.027, 72.793, 2.447, 13.981
-183.010, 72.562, 2.251, 14.314
-182.995, 72.353, 2.050, 14.647
-182.979, 72.146, 2.137, 14.980
-182.961, 71.911, 2.490, 15.313
-182.943, 71.639, 2.809, 15.646
-182.923, 71.357, 2.809, 15.979
-182.903, 71.087, 2.651, 16.312
-182.885, 70.837, 2.437, 16.645
-182.870, 70.610, 2.220, 16.978
-182.856, 70.386, 2.313, 17.311
-182.839, 70.134, 2.643, 17.644
-182.819, 69.847, 2.955, 17.977
-182.800, 69.551, 2.949, 18.310
-182.782, 69.267, 2.781, 18.643
-182.765, 69.005, 2.555, 18.976
-182.750, 68.767, 2.328, 19.309
-182.736, 68.532, 2.411, 19.642
-182.720, 68.271, 2.735, 19.975
-182.702, 67.975, 3.044, 20.308
-182.683, 67.670, 3.036, 20.641
-182.666, 67.378, 2.862, 20.974
-182.650, 67.108, 2.629, 21.307
-182.636, 66.863, 2.397, 21.640
-182.622, 66.621, 2.474, 21.973
-182.606, 66.354, 2.794, 22.306
-182.587, 66.048, 3.208, 22.639
-182.566, 65.703, 3.565, 22.972
-182.547, 65.344, 3.573, 23.305
-182.528, 65.001, 3.375, 23.638
-182.510, 64.682, 3.104, 23.971
-182.495, 64.392, 2.817, 24.304
-182.481, 64.130, 2.549, 24.637
-182.468, 63.874, 2.602, 24.970
-182.453, 63.594, 2.911, 25.303
-182.437, 63.277, 3.320, 25.636
-182.420, 62.920, 3.673, 25.969
-182.401, 62.550, 3.678, 26.302
-182.384, 62.197, 3.474, 26.635
-182.369, 61.869, 3.195, 26.968
-182.355, 61.569, 2.925, 27.301
-182.342, 61.278, 2.954, 27.634
-182.328, 60.965, 3.245, 27.967
-182.312, 60.615, 3.641, 28.300
-182.294, 60.226, 3.984, 28.633
-182.277, 59.826, 3.979, 28.966
-182.261, 59.444, 3.754, 29.299
-182.247, 59.089, 3.451, 29.632
-182.234, 58.765, 3.166, 29.965
-182.221, 58.451, 3.174, 30.298
-182.208, 58.117, 3.451, 30.631
-182.194, 57.747, 3.835, 30.964
-182.178, 57.339, 4.171, 31.297
-182.163, 56.921, 4.160, 31.630
-182.148, 56.521, 3.923, 31.963
-182.135, 56.150, 3.606, 32.296
-182.123, 55.811, 3.311, 32.629
-182.112, 55.483, 3.306, 32.962
-182.099, 55.136, 3.574, 33.295
-182.087, 54.754, 3.952, 33.628
-182.073, 54.331, 4.375, 33.961
-182.057, 53.869, 4.727, 34.294
-182.043, 53.395, 4.724, 34.627
-182.028, 52.940, 4.475, 34.960
-182.016, 52.516, 4.120, 35.293
-182.004, 52.128, 3.793, 35.626
-181.994, 51.755, 3.744, 35.959
-181.983, 51.366, 3.980, 36.292
-181.971, 50.944, 4.334, 36.625
-181.958, 50.485, 4.738, 36.958
-181.945, 49.987, 5.081, 37.291
-181.932, 49.478, 5.076, 37.624
-181.919, 48.987, 4.823, 37.957
-181.907, 48.530, 4.446, 38.290
-181.897, 48.110, 4.092, 38.623
-181.887, 47.709, 4.014, 38.956
-181.877, 47.295, 4.227, 39.289
-181.867, 46.850, 4.564, 39.622
-181.856, 46.368, 4.956, 39.955
-181.844, 45.848, 5.294, 40.288
-181.832, 45.318, 5.284, 40.621
-181.822, 44.806, 5.044, 40.954
-181.811, 44.324, 4.719, 41.287
-181.802, 43.863, 4.619, 41.620
-181.793, 43.390, 4.799, 41.953
-181.783, 42.891, 5.107, 42.286
-181.773, 42.356, 5.472, 42.619
-181.763, 41.787, 5.791, 42.952
-181.752, 41.208, 5.761, 43.285
-181.742, 40.650, 5.478, 43.618
-181.733, 40.126, 5.154, 43.951
-181.725, 39.624, 4.993, 44.284
-181.716, 39.116, 5.146, 44.617
-181.708, 38.582, 5.433, 44.950
-181.699, 38.016, 5.785, 45.283
-181.689, 37.416, 6.093, 45.616
-181.680, 36.807, 6.054, 45.949
-181.671, 36.221, 5.759, 46.282
-181.663, 35.671, 5.397, 46.615
-181.656, 35.145, 5.220, 46.948
-181.648, 34.624, 5.213, 47.281
-181.641, 34.093, 5.363, 47.614
-181.633, 33.536, 5.695, 47.947
-181.625, 32.936, 6.153, 48.280
-181.617, 32.293, 6.600, 48.613
-181.608, 31.608, 6.966, 48.946
-181.600, 30.910, 6.971, 49.279
-181.593, 30.232, 6.684, 49.612
-181.585, 29.593, 6.249, 49.945
-181.579, 28.999, 5.791, 50.278
-181.573, 28.438, 5.553, 50.611
-181.567, 27.879, 5.597, 50.944
-181.561, 27.311, 5.720, 51.277
-181.556, 26.721, 6.009, 51.610
-181.549, 26.093, 6.420, 51.943
-181.543, 25.424, 6.834, 52.276
-181.536, 24.715, 7.247, 52.609
-181.529, 23.967, 7.586, 52.942
-181.522, 23.209, 7.568, 53.275
-181.516, 22.473, 7.260, 53.608
-181.510, 21.775, 6.850, 53.941
-181.504, 21.110, 6.600, 54.274
-181.499, 20.449, 6.628, 54.607
-181.493, 19.774, 6.820, 54.940
-181.487, 19.073, 7.096, 55.273
-181.482, 18.343, 7.419, 55.606
-181.476, 17.579, 7.767, 55.939
-181.470, 16.780, 8.128, 56.272
-181.464, 15.947, 8.426, 56.605
-181.458, 15.106, 8.371, 56.938
-181.452, 14.292, 8.034, 57.271
-181.447, 13.519, 7.591, 57.604
-181.442, 12.782, 7.293, 57.937
-181.437, 12.055, 7.264, 58.270
-181.433, 11.319, 7.412, 58.603
-181.428, 10.561, 7.654, 58.936
-181.423, 9.777, 7.949, 59.269
-181.418, 8.961, 8.274, 59.602
-181.413, 8.112, 8.616, 59.935
-181.408, 7.229, 8.966, 60.268
-181.403, 6.313, 9.251, 60.601
-181.398, 5.391, 9.184, 60.934
-181.393, 4.496, 8.831, 61.267
-181.388, 3.645, 8.364, 61.600
-181.384, 2.833, 8.025, 61.933
-181.379, 2.037, 7.944, 62.266
-181.375, 1.235, 8.046, 62.599
-181.371, 0.417, 8.252, 62.932
-181.367, -0.426, 8.518, 63.265
-181.362, -1.298, 8.818, 63.598
-181.358, -2.200, 9.139, 63.931
-181.353, -3.134, 9.471, 64.264
-181.348, -4.102, 9.809, 64.597
-181.343, -5.103, 10.148, 64.930
-181.338, -6.136, 10.418, 65.263
-181.333, -7.173, 10.336, 65.596
-181.328, -8.183, 9.964, 65.929
-181.324, -9.145, 9.468, 66.262
-181.319, -10.065, 9.078, 66.595
-181.315, -10.962, 8.927, 66.928
-181.311, -11.857, 8.965, 67.261
-181.307, -12.765, 9.118, 67.594
-181.303, -13.692, 9.341, 67.927
-181.298, -14.643, 9.605, 68.260
-181.294, -15.622, 9.894, 68.593
-181.289, -16.630, 10.199, 68.926
-181.284, -17.670, 10.513, 69.259
-181.279, -18.740, 10.832, 69.592
-181.274, -19.843, 11.153, 69.925
-181.269, -20.978, 11.476, 70.258
-181.263, -22.144, 11.799, 70.591
-181.258, -23.341, 12.054, 70.924
-181.252, -24.541, 11.956, 71.257
-181.247, -25.713, 11.603, 71.590
-181.241, -26.849, 11.278, 71.923
-181.236, -27.965, 11.129, 72.256
-181.231, -29.078, 11.127, 72.589
-181.225, -30.197, 11.225, 72.922
-181.220, -31.330, 11.388, 73.255
-181.215, -32.483, 11.594, 73.588
-181.209, -33.657, 11.831, 73.921
-181.203, -34.857, 12.089, 74.254
-181.197, -36.082, 12.361, 74.587
-181.191, -37.336, 12.644, 74.920
-181.184, -38.617, 12.933, 75.253
-181.178, -39.928, 13.227, 75.586
-181.171, -41.269, 13.524, 75.919
-181.164, -42.639, 13.823, 76.252
-181.157, -44.037, 14.054, 76.585
-181.150, -45.436, 13.933, 76.918
-181.142, -46.803, 13.551, 77.251
-181.135, -48.132, 13.178, 77.584
-181.128, -49.434, 12.956, 77.917
-181.122, -50.724, 12.873, 78.250
-181.115, -52.013, 12.898, 78.583
-181.107, -53.310, 12.999, 78.916
-181.100, -54.620, 13.153, 79.249
-181.093, -55.948, 13.344, 79.582
-181.085, -57.296, 13.563, 79.915
-181.077, -58.667, 13.801, 80.248
-181.069, -60.063, 14.053, 80.581
-181.061, -61.484, 14.315, 80.914
-181.053, -62.932, 14.585, 81.247
-181.044, -64.407, 14.860, 81.580
-181.035, -65.910, 15.138, 81.913
-181.026, -67.440, 15.418, 82.246
-181.016, -68.999, 15.700, 82.579
-181.007, -70.585, 15.981, 82.912
-180.997, -72.200, 16.263, 83.245
-180.986, -73.843, 16.544, 83.578
-180.976, -75.514, 16.823, 83.911
-180.965, -77.212, 17.102, 84.244
-180.954, -78.939, 17.379, 84.577
-180.942, -80.693, 17.654, 84.910
-180.930, -82.472, 17.861, 85.243
-180.918, -84.250, 17.713, 85.576
-180.906, -85.993, 17.293, 85.909
-180.895, -87.692, 16.856, 86.242
-180.883, -89.356, 16.540, 86.575
-180.871, -90.998, 16.344, 86.908
-180.859, -92.627, 16.252, 87.241
-180.848, -94.252, 16.246, 87.574
-180.836, -95.882, 16.306, 87.907
-180.824, -97.520, 16.413, 88.240
-180.812, -99.171, 16.556, 88.573
-180.799, -100.837, 16.727, 88.906
-180.786, -102.522, 16.918, 89.239
-180.773, -104.227, 17.125, 89.572
-180.760, -105.953, 17.344, 89.905
-180.746, -107.698, 17.502, 90.238
-180.732, -109.438, 17.313, 90.571
-180.718, -111.139, 16.835, 90.904
-180.705, -112.781, 16.206, 91.237
-180.692, -114.363, 15.609, 91.570
-180.679, -115.895, 15.159, 91.903
-180.666, -117.392, 14.858, 92.236
-180.654, -118.869, 14.690, 92.569
-180.641, -120.336, 14.634, 92.902
-180.628, -121.803, 14.666, 93.235
-180.616, -123.277, 14.762, 93.568
-180.602, -124.764, 14.904, 93.901
-180.589, -126.266, 15.079, 94.234
-180.575, -127.787, 15.279, 94.567
-180.561, -129.328, 15.498, 94.900
-180.547, -130.893, 15.730, 95.233
-180.532, -132.480, 15.973, 95.566
-180.517, -134.090, 16.154, 95.899
-180.502, -135.697, 15.986, 96.232
-180.487, -137.266, 15.528, 96.565
-180.472, -138.779, 14.920, 96.898
-180.457, -140.233, 14.354, 97.231
-180.443, -141.642, 13.948, 97.564
-180.429, -143.022, 13.699, 97.897
-180.416, -144.386, 13.586, 98.230
-180.402, -145.746, 13.583, 98.563
-180.387, -147.111, 13.660, 98.896
-180.373, -148.486, 13.794, 99.229
-180.358, -149.878, 13.968, 99.562
-180.343, -151.288, 14.171, 99.895
-180.327, -152.719, 14.396, 100.228
-180.311, -154.173, 14.636, 100.561
-180.294, -155.653, 14.887, 100.894
-180.277, -157.154, 15.078, 101.227
-180.260, -158.654, 14.920, 101.560
-180.243, -160.117, 14.473, 101.893
-180.226, -161.525, 13.881, 102.226
-180.209, -162.877, 13.339, 102.559
-180.193, -164.187, 12.971, 102.892
-180.177, -165.472, 12.767, 103.225
-180.160, -166.746, 12.701, 103.558
-180.144, -168.020, 12.741, 103.891
-180.127, -169.302, 12.853, 104.224
-180.109, -170.599, 13.016, 104.557
-180.090, -171.914, 13.216, 104.890
-180.071, -173.250, 13.440, 105.223
-180.051, -174.609, 13.684, 105.556
-180.029, -175.993, 13.940, 105.889
-180.005, -177.400, 14.137, 106.222
-179.973, -178.806, 13.986, 106.555
-179.933, -180.176, 13.548, 106.888
-179.887, -181.491, 12.970, 107.221
-179.826, -182.752, 12.452, 107.554
-179.752, -183.973, 12.119, 107.887
-179.667, -185.173, 11.959, 108.220
-179.570, -186.364, 11.935, 108.553
-179.461, -187.559, 12.010, 108.886
-179.337, -188.763, 12.151, 109.219
-179.190, -189.982, 12.331, 109.552
-179.022, -191.217, 12.549, 109.885
-178.835, -192.474, 12.792, 110.218
-178.632, -193.753, 13.051, 110.551
-178.403, -195.051, 13.245, 110.884
-178.154, -196.344, 13.103, 111.217
-177.897, -197.601, 12.677, 111.550
-177.629, -198.801, 12.115, 111.883
-177.356, -199.947, 11.623, 112.216
-177.077, -201.055, 11.327, 112.549
-176.789, -202.144, 11.209, 112.882
-176.491, -203.227, 11.228, 113.215
-176.172, -204.311, 11.334, 113.548
-175.834, -205.405, 11.504, 113.881
-175.479, -206.515, 11.716, 114.214
-175.109, -207.642, 11.957, 114.547
-174.721, -208.791, 12.217, 114.880
-174.309, -209.958, 12.486, 115.213
-173.873, -211.146, 12.768, 115.546
-173.417, -212.358, 13.058, 115.879
-172.941, -213.593, 13.353, 116.212
-172.441, -214.849, 13.646, 116.545
-171.916, -216.128, 13.944, 116.878
-171.365, -217.428, 14.239, 117.211
-170.790, -218.749, 14.537, 117.544
-170.193, -220.094, 14.835, 117.877
-169.572, -221.460, 15.130, 118.210
-168.927, -222.848, 15.424, 118.543
-168.257, -224.256, 15.716, 118.876
-167.562, -225.685, 16.007, 119.209
-166.845, -227.131, 16.228, 119.542
-166.113, -228.572, 16.098, 119.875
-165.388, -229.979, 15.698, 120.208
-164.671, -231.343, 15.289, 120.541
-163.962, -232.676, 15.012, 120.874
-163.253, -233.988, 14.862, 121.207
-162.542, -235.290, 14.818, 121.540
-161.823, -236.590, 14.858, 121.873
-161.096, -237.894, 14.957, 122.206
-160.358, -239.206, 15.101, 122.539
-159.609, -240.530, 15.276, 122.872
-158.848, -241.869, 15.476, 123.205
-158.074, -243.225, 15.694, 123.538
-157.288, -244.600, 15.925, 123.871
-156.490, -245.995, 16.166, 124.204
-155.681, -247.412, 16.415, 124.537
-154.863, -248.853, 16.668, 124.870
-154.038, -250.319, 16.925, 125.203
-153.209, -251.812, 17.184, 125.536
-152.379, -253.334, 17.443, 125.869
-151.547, -254.885, 17.703, 126.202
-150.718, -256.467, 17.963, 126.535
-149.893, -258.080, 18.221, 126.868
-149.077, -259.725, 18.476, 127.201
-148.271, -261.404, 18.730, 127.534
-147.475, -263.114, 18.920, 127.867
-146.702, -264.831, 18.762, 128.200
-145.966, -266.524, 18.300, 128.533
-145.275, -268.174, 17.673, 128.866
-144.634, -269.777, 17.066, 129.199
-144.033, -271.342, 16.593, 129.532
-143.468, -272.880, 16.255, 129.865
-142.936, -274.403, 16.041, 130.198
-142.428, -275.920, 15.936, 130.531
-141.943, -277.438, 15.918, 130.864
-141.479, -278.965, 15.968, 131.197
-141.032, -280.506, 16.070, 131.530
-140.602, -282.064, 16.210, 131.863
-140.184, -283.642, 16.380, 132.196
-139.782, -285.242, 16.569, 132.529
-139.397, -286.866, 16.773, 132.862
-139.027, -288.516, 16.992, 133.195
-138.675, -290.192, 17.220, 133.528
-138.341, -291.896, 17.453, 133.861
-138.029, -293.627, 17.690, 134.194
-137.734, -295.386, 17.935, 134.527
-137.459, -297.173, 18.181, 134.860
-137.207, -298.986, 18.361, 135.193
-136.982, -300.799, 18.196, 135.526
-136.791, -302.578, 17.733, 135.859
-136.628, -304.302, 17.110, 136.192
-136.496, -305.968, 16.510, 136.525
-136.394, -307.586, 16.046, 136.858
-136.318, -309.169, 15.723, 137.191
-136.268, -310.729, 15.525, 137.524
-136.245, -312.277, 15.435, 137.857
-136.245, -313.822, 15.436, 138.190
-136.269, -315.371, 15.500, 138.523
-136.314, -316.928, 15.617, 138.856
-136.384, -318.498, 15.766, 139.189
-136.477, -320.084, 15.945, 139.522
-136.596, -321.686, 16.141, 139.855
-136.748, -323.306, 16.349, 140.188
-136.929, -324.944, 16.573, 140.521
-137.143, -326.601, 16.803, 140.854
-137.395, -328.274, 16.969, 141.187
-137.677, -329.938, 16.803, 141.520
-137.985, -331.559, 16.345, 141.853
-138.320, -333.117, 15.733, 142.186
-138.674, -334.610, 15.157, 142.519
-139.053, -336.049, 14.729, 142.852
-139.454, -337.448, 14.449, 143.185
-139.879, -338.820, 14.298, 143.518
-140.325, -340.177, 14.257, 143.851
-140.795, -341.527, 14.299, 144.184
-141.288, -342.878, 14.405, 144.517
-141.805, -344.233, 14.554, 144.850
-142.344, -345.598, 14.737, 145.183
-142.907, -346.974, 14.944, 145.516
-143.492, -348.364, 15.170, 145.849
-144.100, -349.770, 15.407, 146.182
-144.729, -351.193, 15.656, 146.515
-145.381, -352.631, 15.842, 146.848
-146.041, -354.061, 15.682, 147.181
-146.698, -355.455, 15.266, 147.514
-147.347, -356.804, 14.848, 147.847
-147.990, -358.121, 14.567, 148.180
-148.631, -359.419, 14.418, 148.513
-149.276, -360.706, 14.379, 148.846
-149.927, -361.993, 14.425, 149.179
-150.587, -363.284, 14.532, 149.512
-151.258, -364.585, 14.682, 149.845
-151.941, -365.898, 14.865, 150.178
-152.636, -367.227, 15.072, 150.511
-153.345, -368.573, 15.296, 150.844
-154.066, -369.938, 15.533, 151.177
-154.802, -371.323, 15.780, 151.510
-155.551, -372.730, 16.034, 151.843
-156.313, -374.158, 16.293, 152.176
-157.089, -375.609, 16.556, 152.509
-157.878, -377.082, 16.821, 152.842
-158.679, -378.579, 17.088, 153.175
-159.493, -380.100, 17.355, 153.508
-160.318, -381.644, 17.622, 153.841
-161.154, -383.214, 17.889, 154.174
-162.000, -384.807, 18.155, 154.507
-162.856, -386.426, 18.420, 154.840
-163.721, -388.070, 18.683, 155.173
-164.594, -389.739, 18.945, 155.506
-165.475, -391.434, 19.205, 155.839
-166.361, -393.155, 19.463, 156.172
-167.251, -394.902, 19.719, 156.505
-168.146, -396.676, 19.973, 156.838
-169.045, -398.477, 20.226, 157.171
-169.947, -400.303, 20.476, 157.504
-170.852, -402.156, 20.723, 157.837
-171.755, -404.037, 20.968, 158.170
-172.655, -405.946, 21.209, 158.503
-173.551, -407.882, 21.382, 158.836
-174.430, -409.820, 21.204, 159.169
-175.280, -411.729, 20.719, 159.502
-176.090, -413.587, 20.039, 159.835
-176.856, -415.384, 19.253, 160.168
-177.575, -417.118, 18.499, 160.501
-178.249, -418.800, 17.873, 160.834
-178.882, -420.440, 17.383, 161.167
-179.484, -422.049, 17.024, 161.500
-180.060, -423.637, 16.787, 161.833
-180.613, -425.216, 16.656, 162.166
-181.151, -426.792, 16.616, 162.499
-181.674, -428.373, 16.647, 162.832
-182.184, -429.964, 16.731, 163.165
-182.686, -431.570, 16.856, 163.498
-183.180, -433.192, 17.011, 163.831
-183.667, -434.834, 17.189, 164.164
-184.148, -436.497, 17.385, 164.497
-184.625, -438.182, 17.595, 164.830
-185.096, -439.892, 17.814, 165.163
-185.561, -441.625, 18.042, 165.496
-186.022, -443.384, 18.276, 165.829
-186.480, -445.168, 18.514, 166.162
-186.934, -446.978, 18.756, 166.495
